delivery_time_min,order_amount,distance_km,courier_rating,courier_experience,is_weekend,is_rain,num_items,tip
53,604.8499934031405,5.972856590439909,3.5305701781721046,18,0,0,3,1
34,556.2830728905162,0.5,4.807906130379779,28,1,0,1,1
32,607.7746422840064,9.93739838116295,3.6413255094728645,18,1,0,1,1
51,1321.3698430130394,3.2750192844142205,4.104676026911005,16,1,1,2,0
41,220.09715100064207,0.5,3.1010149416645643,11,0,0,4,0
55,1431.8417772204043,3.9893978583499825,3.0877621767374874,15,1,0,3,0
51,326.3666438480931,2.699249572296216,4.440746425464406,18,0,0,1,1
43,582.1183836515669,10.50841141219809,3.888959955955582,20,0,0,6,1
34,536.6669996900482,1.140746568877711,3.5125847507384353,18,0,0,2,0
28,892.7232611191819,8.75686860262072,3.3808269920498204,18,1,1,4,0
39,299.1478174759985,4.078706631177119,4.339906981718436,16,0,1,2,0
57,838.0571808351234,0.5,3.00080308805068,26,1,0,3,0
47,1830.152931818412,17.85020511355982,4.611782338393708,10,1,0,6,1
30,336.4377023276583,3.5935070732554744,3.1584992122598576,24,0,1,5,0
47,731.3214358347973,1.7186303907754372,3.3829792298162387,11,1,1,1,0
50,477.71241592149926,3.1687986608871324,3.7724727905981794,16,0,0,2,1
34,822.98963225651,9.754635990236144,3.969717479432207,17,1,0,3,1
46,671.5402057515902,1.8185202687856585,3.7099902316278834,20,0,0,4,0
45,482.6330072463721,1.0701534770501977,3.641424329968588,14,0,0,7,0
31,848.8955421760164,0.690975522387576,4.927832024146377,16,0,0,4,1
49,1639.5450190069885,1.768108039088484,4.2831593624867885,16,0,1,2,0
52,604.5885258837136,7.5717316698802595,3.0468659107347764,13,0,0,3,0
61,953.2516894811871,3.1897580193027464,3.8603518168886266,21,0,1,5,0
61,348.4042770146394,1.2904972825242003,4.75001739948794,20,0,0,2,1
29,412.3126049780358,0.9087186165179261,3.602912372821336,12,0,0,6,0
33,842.3563463797606,2.0227986642481524,3.1891126895487765,21,0,0,3,0
52,1396.9659904643784,14.060755292789032,4.516769543179835,23,1,0,2,1
52,794.5744389335375,2.10055959878204,4.2120276638721625,20,0,0,7,1
52,568.7670709878554,20.0,4.140625015653008,16,1,0,4,1
120,664.9060169089673,3.3201798269678733,3.107153119214816,19,0,1,2,1
53,355.95208639467353,0.9871592316682497,3.280998019591035,18,0,1,7,0
62,899.8766183260515,11.08846734600884,4.245098792426227,17,0,0,5,1
59,1033.975676566596,3.0842222723172408,3.4156476829176716,10,0,0,3,0
54,530.5715562938465,6.183708497195263,4.008140159496849,16,0,0,2,1
40,525.8305045537397,20.0,4.089763372058787,21,0,1,4,1
56,759.711772643126,0.5,3.567014380541879,9,1,0,2,0
35,534.664866030715,0.5084726612342598,4.896850311082986,15,1,0,3,1
41,643.5075068901454,6.3729911360493645,4.68492821367115,13,0,0,3,1
38,1900.4783461189513,1.6552100581501072,4.444747015265597,13,1,0,2,0
45,587.859015520877,1.01855175627672,3.155987732818818,16,0,0,10,0
89,556.0342671907046,0.5,3.212260038618039,18,0,1,7,1
25,481.1740703136504,0.5,3.9855626917299114,21,0,1,3,0
54,964.9690089542488,7.4468563890961414,3.3214266983819716,15,1,0,2,0
27,607.5217113300281,0.7218549460335216,4.956530927058948,18,1,0,6,1
38,480.733701106366,3.1529338476935247,3.317040468054819,14,1,0,4,0
61,1287.750293208876,4.655712567820531,3.974935670927948,13,0,1,4,0
45,1352.6237479635458,2.796157563870309,3.728242113683011,20,0,0,5,0
32,492.6446963370688,0.5,4.278772842908196,22,1,0,4,1
36,261.577347659914,7.650858359617665,3.25807281777885,14,0,0,5,0
54,1100.7607877139312,0.5,3.8606328560847816,21,0,0,3,0
35,472.33339761668924,7.175110418121385,3.5494100656142873,25,0,0,6,1
47,987.6346081945604,11.188881188318529,4.775503049343376,21,0,0,5,1
45,248.37708394257552,2.83556844461547,3.08117142426939,17,0,0,2,0
36,1039.2958225994962,3.834425816125082,4.827454988012919,17,0,0,2,1
85,363.0040660201694,3.240710306721102,4.665988277106001,16,0,0,5,1
54,958.5119784949369,2.4649990806133593,3.595141432881631,19,0,0,5,0
24,669.9054171039389,10.920657427566516,4.57858130935421,13,0,0,5,1
47,412.8276899569063,11.218445618418789,3.062427120677495,12,0,0,8,1
36,542.659387190677,2.045983042331863,4.933731100586787,15,0,0,9,1
57,937.4460677705309,4.773465701841266,4.053189885179579,26,0,1,7,1
35,701.3080446687858,13.080151834527406,3.6065620521308905,17,0,0,5,1
43,890.877106399997,16.358548756225147,3.725166425189354,18,0,0,4,1
52,1786.8691554651548,3.556138669689523,3.1328107069209947,16,1,0,6,0
57,304.2589640297777,3.014931224978737,4.978699028084078,16,1,0,2,1
31,1493.0947934972519,1.6334612959409631,3.0785838903013847,22,0,0,2,0
40,700.7687654369897,15.95531520471371,4.309814246295718,19,0,0,6,1
38,424.3709589191143,0.7705035148056729,3.8854718554129164,15,1,0,7,1
36,342.0110981032879,4.335474393463496,4.89783243637743,15,0,0,5,1
75,605.127878194122,1.6602619653102622,3.4919994806135906,18,0,1,1,0
50,1054.5032226026894,1.6356382008261607,4.064173647876022,27,0,1,6,0
30,624.0468463380756,2.5957054025217245,3.964712417165506,20,0,1,4,0
58,1415.9804464069414,20.0,4.405732888100203,19,0,1,3,1
84,321.95511936444103,0.5,3.136020463904841,15,1,1,1,0
60,661.1333280396769,4.3201735964095525,3.38757826004671,15,1,0,7,1
28,355.59885289090266,0.5,3.4291296401856997,8,0,0,2,0
38,797.7664945724798,0.8392587362282147,4.476301509683379,17,0,0,7,1
65,1036.3328915010077,2.895191692672631,3.37827739265348,16,0,0,8,1
36,538.9480063909001,3.57144686309625,4.146983527781954,17,0,1,6,0
51,200.0,1.4973727113287703,3.4304876410019074,27,0,0,3,1
56,734.7086847725301,1.9023295238839042,4.723249900167957,18,0,0,2,1
33,827.4670401857783,0.5,4.884370908979277,18,0,0,5,1
43,814.1522415783604,1.8064262313775978,4.036985949884481,15,0,1,6,0
16,1233.8456257010214,16.989779113062543,3.7046177684183563,19,0,0,1,0
32,389.347850074604,14.475579317476619,3.468115550034998,15,1,1,4,0
41,934.5901142823706,2.0389261636121576,3.0995620030460875,16,0,0,5,0
30,1207.4352443714686,4.229789715639278,3.5370001523949908,30,1,0,5,0
72,273.33720277851313,12.01730014798798,4.308471559890636,17,0,0,4,1
29,780.4150651513098,0.5,4.067233862618422,17,0,0,4,0
39,516.9313521216361,8.321677164334286,4.888082556561855,14,0,0,2,1
46,638.574701192534,14.818218591413173,3.792554524983401,18,0,0,1,1
68,791.4274722008579,0.5,4.387726684656789,22,0,1,3,1
29,521.3312925811625,0.8803915486109798,3.978645494950243,16,1,0,6,0
63,474.44512362768745,16.188548211409138,4.025152431848423,16,1,0,2,1
44,676.5972613976263,3.8559776142847406,3.535548629208235,14,0,0,2,0
33,386.20836540434965,0.5,3.9099015536839996,15,0,0,1,0
51,386.48282723183536,1.4895510011091286,3.9415699940254143,18,0,0,3,1
47,934.1963504709782,2.988672977894771,4.413285043497868,14,0,0,5,1
37,374.5041867324453,5.903054343219857,4.881279998372228,13,0,0,6,1
45,928.1155595907364,6.605537341168576,3.6586425549650086,22,0,0,5,1
39,838.2326157811099,20.0,3.084400937162597,21,0,1,4,0
46,280.64671479108694,1.6949554269810665,3.992590251001279,23,0,0,10,1
54,474.0049069383823,3.8633345619544324,4.088922664298337,13,0,1,1,0
71,1208.4027213333611,3.810595416972328,3.3368811022638303,13,0,0,5,0
30,407.2459222049904,2.60139465779218,4.520929212552133,18,0,1,7,0
84,527.3148818334722,0.9266016060389448,4.969858216882983,21,1,0,2,1
24,838.0103461324263,18.961556528390346,4.891549434016921,20,0,0,4,1
42,984.0682502344281,9.597413779439295,3.394212077647304,15,1,0,3,0
53,586.5339528133318,3.4490939120805053,4.750726479801521,23,1,1,7,1
48,493.36284766780204,4.622186913069447,4.408987272823369,15,1,0,5,1
37,1354.496301304549,1.2890700112906384,3.907693127613823,22,1,0,3,0
41,1586.7605578129733,3.9239781378005087,4.0812219886494585,16,0,1,2,0
38,1085.1017337358999,5.936727914885518,4.699200349964916,18,1,0,4,1
37,694.1298670277222,3.6197541789296137,3.9602698792767463,14,0,0,6,0
57,444.01890447824917,20.0,3.7464147382102535,14,0,0,2,1
49,439.12222743310343,4.725273074927703,3.9864949860519716,26,1,0,4,1
36,863.7272642839068,2.3179111538684225,4.158259608070098,24,1,0,7,1
58,819.9137160924545,7.395383301091531,3.378155307556698,20,1,0,2,1
49,1340.5017946588491,0.9344348818922593,4.801815460533981,22,1,0,5,1
57,920.7835996487084,2.4267301307151667,4.348373897659227,13,1,0,8,1
53,313.70713171285456,2.1305764427688483,4.266537834674978,22,1,1,1,1
34,1125.4900376973542,2.826471483150584,3.198992452361276,17,1,0,4,0
37,403.82018261575007,7.611253765342133,4.208347876345184,16,0,0,6,1
55,548.9538434007399,3.309919516937448,3.2419213244769844,18,1,0,4,1
53,753.7796644786259,7.899746297875579,3.1573953503907983,11,1,0,4,0
44,1804.129972543853,4.29587781246959,4.054621791284786,18,1,0,2,0
46,3000.0,2.0932793851026203,3.80557106809299,15,0,0,4,0
65,900.8705103416082,8.30309668864543,4.1776205403124465,18,0,0,5,1
37,606.9228549479351,1.360944703258735,3.1784443361144774,26,0,1,3,0
52,868.9215319520994,1.2704820564755195,3.861966125694517,17,1,0,6,1
42,1036.7309382931974,3.5109691322508203,3.3495734300903157,22,0,0,2,0
41,566.6071391058138,1.5112669074681186,4.974200171848233,12,0,0,4,1
62,1632.072042039245,0.5,4.122300424870349,19,0,0,6,1
57,746.2311312243843,5.224848544077591,4.374873721881735,21,1,1,3,1
57,853.0955388370114,3.577923359336209,3.6508365613652156,12,1,0,5,1
66,927.9354071757506,2.9486029991851916,3.1894778295586885,15,1,0,5,1
44,821.221860768371,17.05147034953414,4.951741725567073,28,0,0,1,1
54,1011.7838602765461,4.233813830778963,3.5725180707663666,19,0,0,5,1
40,488.51657764782954,9.954647641652643,3.8476163703471484,16,0,0,6,1
49,503.13027018859975,0.750919168739037,4.29972784340515,20,0,0,2,1
42,383.72374649322325,4.210631682170712,3.0493945953722226,20,1,0,3,0
46,828.6108428544633,10.123995126788541,4.620518261034574,18,0,0,1,1
53,981.8791658552342,4.374613519645215,4.073156380057241,18,0,0,2,1
34,836.2155653000058,6.329492431770306,3.5564343741376443,22,0,0,5,0
83,1536.475162836858,2.326422452088375,3.1232159705849387,17,0,0,3,0
33,663.2831617157244,0.5,3.3249968309488827,12,1,0,3,0
31,929.2435125742536,3.061526685652196,4.790067717706874,24,0,1,5,0
63,385.3490557804953,2.5083333998424107,4.372048447871782,15,1,0,5,1
56,548.0958326529932,10.089293761294103,3.4998034432737795,12,0,1,8,0
53,941.7773414813526,1.398538445012143,3.131201529890059,23,0,0,3,0
53,1016.9376184447866,17.016131322534825,4.381230624773273,19,0,1,4,1
44,574.2222555510515,15.866898233462193,4.14481545193553,23,0,0,5,1
34,641.7509974854531,1.422646193108916,3.8090390489164703,11,1,0,5,0
45,311.39528770032484,2.1389520327275795,3.727222898380128,16,0,1,6,0
36,556.3988535653586,11.29550877690156,3.4336285518582166,23,0,1,2,0
59,1038.1458679676534,16.99932448348955,4.339222513075035,26,0,0,1,1
42,886.7849514075921,2.9298934269369536,4.941336055587741,20,0,0,3,1
34,854.343092434163,1.9356490019428678,3.3514304916736517,17,1,0,4,0
40,681.9026076341405,3.7337315857610225,4.194233240031007,25,0,1,4,0
50,667.494786204351,5.820063207231278,3.8483701114919526,15,0,0,4,1
37,478.10933003622137,1.5974085897829629,3.89337744348933,15,1,0,4,0
34,943.3281526855009,6.668000560401078,3.508294560255629,19,0,0,5,0
48,820.9699213624041,0.5,4.650269751322838,9,0,1,6,0
48,850.6573673994834,0.5,3.9705112082944822,21,0,0,5,1
38,511.31333312932526,2.4411451790312495,4.086811704396528,17,0,0,7,1
38,226.63222287806383,2.1807030768327,3.6095218255946513,16,1,1,3,0
47,1151.2186499406744,1.8963063511938427,3.3636169313338993,24,0,0,6,0
28,523.5231610345433,3.3767304482344684,3.171820776405641,13,1,0,1,0
29,432.08058836105926,1.9337093032494221,4.428238281849832,21,0,0,1,1
36,940.8083532240098,1.0675623872149762,3.3924685633757115,22,1,0,3,0
41,546.7511047005012,1.851476036529416,4.380150708377595,21,0,0,3,1
49,1129.9946667707109,18.425288394094434,3.7807528920939077,21,0,0,9,1
69,905.5142141660122,2.6476083621871953,3.8315496019793027,23,0,0,4,1
57,936.1583706714007,2.941348899641984,3.9383549921855434,13,0,0,3,0
42,335.97009210182756,4.296540020920419,3.735417016255086,25,1,0,3,1
44,1219.2265883119042,20.0,3.20123995444518,23,1,0,8,1
33,757.9559463009269,1.3827300555338742,3.6192636200056914,13,0,0,2,0
44,553.0018961598247,5.71724463254645,4.327468721387877,16,0,0,2,1
40,714.5794827578122,6.293635731467112,4.331568802937742,11,0,0,5,1
49,273.6588844544243,4.673857480194014,3.5724486144799887,17,1,0,1,1
34,815.9282365892169,0.5,3.920205253115376,12,1,0,1,0
52,397.54742927567474,5.64853801523644,3.386894456023875,15,0,1,6,0
70,338.20927377871715,0.5,3.4207441630596715,19,1,0,4,1
43,310.69769787440964,4.533467781591341,3.046094176813215,18,1,0,5,0
50,1160.1959444850595,6.72732043582701,4.793493099815489,23,0,0,4,1
54,485.5917756607252,1.1847539870973123,3.4214133301498126,14,1,0,7,1
39,1432.0522796050188,9.21385372880897,3.4550677538729264,15,0,0,4,0
47,508.8225181789948,0.5,3.5592028652902634,18,0,0,6,0
44,283.24748511808957,9.283501993670866,3.2548161433908582,26,0,0,6,1
46,380.59574688103834,3.0839783909849694,4.278525766362725,15,0,0,6,1
35,1233.8637807531234,1.2268687309126556,3.1502859063551734,16,0,0,3,0
45,615.2636720900568,0.7180710980969138,3.2684048526527008,18,0,0,6,0
51,505.6558763983528,15.320823037540091,4.289513453180186,18,1,0,3,1
69,720.5458955009503,0.5,3.6793212409628855,16,0,0,2,1
59,854.8203826402365,1.1100548392448715,4.415895653402378,13,0,1,6,0
85,1162.9316820747479,2.137191404536912,4.114849489340284,21,1,1,5,1
35,1372.3084694100776,4.841011204494486,3.5120423461230263,20,0,1,3,0
58,555.6372632442979,3.9351039017353178,4.301655900978656,19,0,1,3,1
47,342.74137601004657,0.671335415390899,3.2325473605857615,18,1,0,4,0
86,540.9178502979676,1.71053630411802,4.072820766160061,18,1,1,3,1
35,757.5884174600101,1.36397893255261,3.874296210090069,21,0,0,1,0
34,410.8057754121894,1.2010852277966628,3.5357471656348816,21,0,0,2,0
37,412.1653247609838,2.6478708940377493,4.208009995479,28,1,1,6,1
23,789.8901939299179,6.08751044529768,4.742667184680565,17,0,0,4,1
38,649.1564976400541,1.226006039278473,4.997809399526154,18,0,1,1,0
