insulation_resistance,capacitance_imbalance,cable_lot_assignment
4097.459744545171,1.2861106831341003,1
3639.1540051562456,1.1550242705587679,1
3895.718433737143,1.1353311645637352,1
6193.284125594334,2.417147829864615,0
3530.743984435196,2.611530862354974,0
1929.1081464088297,2.1083323165722794,0
4906.040725863956,1.566326357170793,0
4421.4162582349745,1.7088998619426208,0
5187.660014103224,1.2377747345237586,0
3760.3304837291953,1.0273478874570738,1
6035.181238004643,1.7539748172489087,0
4464.120131754562,1.3149632833175422,0
3362.605947112117,1.1377179348142092,1
3995.873416722482,1.0232938698935428,1
3537.6567404196435,1.3981956048409518,1
3764.2997425889816,1.163900223820468,1
3395.997513512089,1.9408117591109875,0
4093.0361083852104,1.4656397872644185,0
3610.0925818868845,1.2451661008787613,1
3585.5379034543776,1.176095665178114,1
3371.857599010814,2.901790734303023,0
2846.26016885727,1.4937791897736128,0
3501.1107330147793,1.2636590906791518,1
4009.89600161039,1.1405655482847359,1
3870.054026362612,1.3788761268716963,1
3671.717986871065,1.0051175454831263,1
2077.9214125223443,1.2961090541237041,0
3688.7767424693657,1.227375154589882,1
3155.9391914141906,0.9432418132664205,0
4263.799927106689,0.7389791195019377,0
5340.299379244736,2.451896083381339,0
3937.398642841122,1.191087722809126,1
5440.637661758771,1.0720658510121286,0
3493.8714596180816,1.108711541514045,1
3855.517497576512,1.3993399979303114,1
4365.289428055543,1.3641103361255844,0
4016.902459441279,2.817473854010122,0
3656.109013625196,1.300298220713686,1
4537.465374190811,3.113757068790646,0
4524.849117437592,1.7830630755263588,0
3384.958808706855,1.1075457887940783,1
3859.6650421607756,1.3587177487630724,1
3606.9202367655193,1.265596978055844,1
3316.2399381169103,0.9179984949138353,1
3653.5385619518133,1.2464998474748332,1
4437.273606327181,1.386701937110518,1
3820.007220821094,0.942991234597444,0
3423.78430173437,1.23308121405208,1
5148.042710291307,1.7455139620910387,0
3527.3041241219876,1.7601380633952528,0
3855.4061202466896,1.1672646509746474,0
3860.1199488002057,1.1714245341003282,1
4303.153855403229,1.3176906431847035,1
3662.5148202302225,0.9850272278212931,1
3911.6926938041233,0.8809158869472757,1
3723.836049860327,1.1604827675876626,1
3806.460914657457,1.2627308633831957,1
3860.5072127945023,2.1134018480671943,0
3255.353103998371,1.2479477738878466,1
3115.967861947962,1.9625775880127025,0
4470.126832561924,1.3484161717764132,0
4316.9409279025585,1.40514495848429,0
4430.642460824633,2.4828815889856513,0
2947.51542410186,2.096842731124863,0
3849.6985973904775,1.3002510733077122,1
3787.4125118249235,0.9652795842956917,1
3514.378941865404,1.1272041246948197,1
3183.72923843592,1.2042686371774738,1
3402.6470267831683,1.4464009429883944,1
3482.9268170309083,1.2801943629183652,1
3548.5347948102767,1.4579066859310945,1
5505.544135550088,2.354163885774055,0
3205.026856110467,0.8153372322062445,0
3609.9901828107545,1.0907884353217019,1
3866.354205922945,1.4911826154695622,1
3351.0526994518787,1.28870238626376,1
1426.910246511476,2.3235371792822734,0
2724.038753637664,2.1234724319842897,0
2639.0157225134785,2.1756569267691,0
4337.6392522379265,1.166978362426914,0
3807.0791730938095,1.2115734744326574,1
3753.1435076580537,1.3540479394979599,1
3523.276858003163,1.3283333488531068,1
4087.0879323923336,2.1611574523928696,0
3420.113467904208,1.1409705216045407,1
5418.70315677255,2.226396684635024,0
4129.546774613934,1.4475670421186606,0
5431.247525498142,3.170843217954416,0
3655.8064592210544,0.967707255170438,1
3920.583265580852,1.1321864500750378,1
2606.219284418711,-0.244945338446225,0
3943.828114619495,1.2773442132665935,1
3873.2143960593594,1.2873856978213207,1
2615.352238002016,1.5863427069517326,0
3613.1674456320106,2.7629947693181336,0
3883.3435974266054,2.808082050814631,0
4557.461450429745,2.2851739250842007,0
3386.4885744737367,2.562265417877156,0
3382.4847278219922,1.2430433781452563,1
5056.283569112457,2.749368019999576,0
1799.7959813707348,2.87068522362243,0
5193.811587803007,0.7006495774637762,0
3765.110565833389,1.1191737215710893,1
3843.436105251103,1.0085543375192496,1
4203.81877761516,1.393596669138382,1
3595.522613558527,0.8961288190332934,1
3232.564575076145,1.1417218837225485,1
3765.640332250481,1.2290384867051316,1
3346.183202018953,1.2327801063616417,1
4032.160207062058,1.2469776710797469,1
3419.5305623128725,2.3994791560264304,0
6245.053006603426,1.5202546700697783,0
3419.3637984388965,1.0623745768478603,1
3566.0496342369256,0.9438963063610579,1
3672.3336578606677,1.0655036659027188,1
4740.697464301865,2.1133959920121206,0
2651.5799993756063,1.6667629253414744,0
3809.8753076550565,1.316840475526817,1
4220.169071246902,0.810399852166514,0
4749.524051972497,2.0178751081804753,0
3744.673679202619,1.3843822176445575,1
3544.4912986114045,1.2874106374760796,1
2193.555793207325,0.6482208771301758,0
1757.6068177330576,1.4063987295313192,0
3917.2890160973184,1.3330936255900112,1
4414.926863544934,2.7383153122162014,0
3710.3314080676546,1.2664503195671062,1
3541.1594027935926,1.0215500011364458,1
4218.999269150499,2.7223182749255717,0
3435.2731032358497,1.4222495103693897,1
3300.468912029063,1.2693258999122914,1
3871.766448964729,1.4199811288917903,1
4014.8083099467,1.3719661305601092,1
3757.5176897978504,1.274661463363709,1
3679.8500626758096,1.075041591449886,1
3853.9427874427856,1.3805826655753224,1
3548.1613916969472,1.1884168432165432,1
6452.041671573689,1.9222044689822873,0
6004.742938338239,3.204265021711386,0
3411.66237235101,1.3705971813547093,1
3479.732915834677,1.0931668854526424,1
3766.0050203334176,1.3908530250160152,1
3802.4406989898744,1.0708368134739643,1
1940.9263294685597,2.332290259301008,0
3139.677595801096,2.396703334357357,0
3616.565418220364,2.673419450871614,0
5342.310065644155,2.5886935957793082,0
3804.9277368577154,1.8879035174300796,0
4490.230512072842,1.779516030420515,0
3749.3230664078014,1.2466963010164327,1
3928.4429053463964,0.96814053199639,1
3689.367539073667,1.1647054365708815,0
3427.0747809651716,1.1419350446288399,1
3446.5260119268655,1.2128530742105037,1
4984.085201638957,1.1544842730756621,0
3453.5490478330435,1.1573767353106803,1
3698.6009952927384,1.3003112483388768,1
3551.547147982824,1.175155288452355,1
7009.056136675561,0.4929143651857766,0
3825.3986360882877,2.3675657912118475,0
3740.004556463197,1.2752674104251316,1
4897.187189224446,1.5191456696799146,0
5695.642315741598,0.6362556083750281,0
3184.9428248759023,3.0687139905978498,0
5796.806688348785,2.2540969213127497,0
3988.3975858292315,1.4079524095894265,1
4825.137909130301,2.576789889369356,0
3676.653285275013,1.1206001831327443,1
3577.2115632144737,1.1572686759945494,1
3665.1384310797503,1.1324716102722883,1
3411.4093329417537,0.9372256789872421,1
3736.3802994420603,1.1078816152487525,1
3686.3931247867713,2.0464387775600077,0
3686.8988873556327,1.4556158274383235,1
3644.3812758054337,1.5070293293579335,1
3824.966030935093,0.9901040737797088,1
3654.902079559398,1.4059272712014794,1
3497.2856221974153,1.0113633211628075,1
3849.6572328952875,1.589227413087498,0
4924.247958664539,2.1109843180402277,0
3189.9173156478064,1.411166016587822,0
679.9025246274587,2.4540239378674915,0
3876.1158078969625,1.9953150680392375,0
4838.988734460692,2.758042090272644,0
3523.0935262944936,1.0931739203735935,1
3849.110284395438,1.1048571228465895,1
3333.3037023460806,1.1247896779671545,1
3298.0847432204855,1.2277110868343586,1
4942.624522902396,2.161324800980471,0
3759.1260434589794,1.7091255101866016,0
3655.2266787459607,1.2593729671643885,1
3516.741751119003,1.4727092883836737,1
3941.3493711477927,1.3854196082709327,1
7179.477573501874,1.8904548273826594,0
3590.149981967551,2.3312784543452874,0
3693.6064219520013,0.9346386142666323,1
3519.002417064348,1.1706914473234464,1
1175.529590181753,2.393195174005295,0
3735.314285021866,0.8804150280289198,1
3208.232574103212,1.0324220307439496,1
3714.4265458112345,2.0499788000582226,0
3781.68619115058,1.2450711539416242,1
3821.3169309840005,2.467012183042057,0
3560.9703133098046,1.180490955966957,1
3816.6677454915202,1.428150934073907,1
3495.3701358964026,1.9192913556628415,0
3202.5765373967783,1.5882712194583102,0
3238.4530344404766,1.0605733709711385,1
3007.763096494728,0.5365825295348368,0
8002.545050991809,2.5837024380042037,0
2758.340646845841,2.0965193459154228,0
2861.6962705998158,0.8320401883249648,0
2304.1896493436907,2.2687707841810267,0
3842.767406809884,2.0936727107349196,0
3492.011270626387,1.1042575910207257,1
3968.3390300607225,3.2995892510283045,0
3325.86768622748,1.1024964098389651,1
4095.135171642093,1.0477358712258196,1
4710.169522404809,1.8044955888676566,0
-213.64754208979411,1.0829286510659972,0
1911.6197836651559,1.9424245451070563,0
4088.5401051786935,1.3280963964828336,1
6846.743813182974,1.2341912002513942,0
3520.745962718016,1.0073123601450045,1
3675.2264249396826,1.1095769016324057,1
3806.3724833100578,1.379587038546784,1
5881.071249659853,1.9375883435581023,0
6673.069268922419,1.027754143994822,0
3718.2992477504235,1.177463551680261,1
3066.0225123718333,1.650586993801707,0
4762.914221940351,3.333318938066985,0
3391.988438294541,2.042552717211501,0
5364.418529915136,1.4253353519076024,0
4246.4561015783665,2.5007322647969987,0
3609.6343083265037,1.2624669057152178,1
3796.7021301723007,1.363647063777895,1
3491.2142745924943,1.513430808254216,1
3607.0355294303336,1.0907307567479485,1
3825.686201872704,0.8260093769504884,1
3641.4950352232545,1.26995375616695,1
4995.904361900098,2.6588532567190155,0
4324.198788823982,2.904217295834432,0
4009.4134393779996,1.2569651454061344,1
4306.6791215863805,1.2649439738041044,1
3357.0815756923835,1.093583849635868,1
3245.3195152538606,2.2120048830944268,0
4180.091875536065,1.0165657470666654,1
3878.6524476591544,0.8925088082133783,1
3709.4983790763936,2.2998003458644645,0
3050.5233787677225,1.9515210127073823,0
3617.638053413227,1.3097806056432444,1
3358.54396114614,1.1776546035349054,1
485.7980191009915,2.274512723671635,0
4193.135544197452,0.9921018086401503,1
3603.744547071784,1.2574483477111391,1
4222.125069566325,1.6712116645531248,0
3377.9230956341157,1.243907322321278,1
4134.724915949395,1.3468287076172694,1
5190.022753012696,2.0301257767617793,0
3425.6579202572334,0.9784612608702148,1
3563.4798909228334,2.968315067702575,0
2406.504638096956,0.774937583853126,0
3364.4957516778436,1.0162677966976923,0
2077.4149605936327,1.928351943845409,0
3414.914887076983,2.235994952643249,0
3441.907108127562,1.3153053140883009,0
5267.6556534430765,1.697059832948503,0
2077.837880486206,2.6006278302448504,0
3710.8786671608664,1.2837209271777759,1
4668.08020455659,1.9257072473577186,0
2799.7967800558245,0.8538207760685665,0
3274.0321032933202,1.0613301017805667,1
2672.3973377300726,2.2958495131095473,0
1408.1436646571078,2.0618395988933007,0
4229.3740218603925,1.5430805126416745,0
3783.7645072710293,1.2474233935774166,1
3688.6219386746893,1.1363645499902935,1
2694.6170032223117,1.2625417044271101,0
7124.440260809757,1.7596668420764903,0
5546.311635602033,0.9406745294041053,0
6061.821860988957,0.9335291508212058,0
3869.7328225148194,1.1794506765836312,1
4861.7456492676365,2.6214317002397274,0
3427.942167293921,1.891518404100264,0
3940.7381787378526,1.9703376145258844,0
3679.14050755241,0.9825532170452205,1
3662.531243227314,0.7477999328173257,0
3395.6793269448804,1.2239193760206193,1
3059.4165853011723,1.1713458356099746,1
3412.0017849762003,0.10328447135973051,0
3553.518081670561,1.2493660168065195,1
4224.930447291629,1.1629461448881004,1
3646.083090613092,1.069055836431945,1
1612.9330149657144,2.1555939288387806,0
3590.820065989851,1.1900801078061265,1
3898.2939220546696,1.1816914301818084,1
3585.227422445252,1.0958099446255283,1
2948.9583162388562,1.4487700694908245,0
3685.852877775026,1.3828456184690494,1
3833.7071310750034,1.1311216915797022,0
4203.067611425191,1.3535564319160471,1
3747.6588978162563,1.3411965871151224,1
4135.4614351374385,1.7561848104703344,0
3595.9513987786863,1.0304895991439462,1
4835.539587827807,2.730406771092702,0
5254.307123026695,2.9309079764837622,0
4160.166248819832,2.1860397632283273,0
3937.887442643511,1.046825631365955,1
4510.773242398684,1.5461874375924165,1
7437.646351122145,0.747920770123393,0
3548.374152946065,1.2683856292756053,1
4347.2646463149285,2.1561075162609535,0
4119.098256802051,1.0581739680085902,1
3257.467313282364,2.200807946949311,0
3567.755572983996,1.041516353585962,1
4922.287362280751,1.4951595406011098,0
3818.367974758807,1.159853836365181,1
5011.869399016629,1.4141699985700267,0
3490.259400928195,0.775539536307517,0
5235.399869565648,2.997429360807348,0
3827.5761297026543,1.117829486730551,0
3470.9520211296895,1.0752266687654333,1
2936.341451551001,1.7976378798123336,0
3596.9448137438826,1.3370210598026109,1
2691.494665136466,2.597914992790332,0
5079.436561507519,1.200741321863793,0
3677.1501106227215,1.1878682253201807,1
4979.3441074358925,2.0668108694179446,0
4380.994215288286,1.2999540073815425,0
4036.635504579867,1.7936167023490575,0
3614.3626997855586,1.2255695656494856,1
4355.198272757494,1.0332049461338755,1
3286.65761993675,1.8649914307987803,0
2908.361605164991,1.3804251481891845,0
3676.763948346603,1.1640747116967376,1
3668.636434999275,1.2491819286239036,1
5300.757013455872,1.3305658536463487,0
6787.127316122924,2.243743315622608,0
3791.9123232478555,0.8849960238522563,1
3469.5350467186718,1.0494063941877751,1
4002.9859963466,1.2391875796850784,1
4750.193765334702,1.6578682297699052,0
3150.9680447250134,1.1756814036780212,1
3813.3771781386167,1.0526558948617981,1
3304.0733582599005,1.7366267023870876,0
5873.65527578595,0.7948964941743926,0
3714.983157566582,1.2416065406937287,1
3567.1964263481004,1.272581497678206,1
3628.903837598373,1.4385873108926774,1
3254.239391055693,1.4171987411317255,0
4044.308508736994,1.2610187382589508,0
4773.180644164871,2.397390891146215,0
3700.0517662295492,1.198604951829208,1
3624.4548532543445,0.8095294368259052,1
3718.1701310823355,1.138276028315673,1
4850.675353260275,1.7610907303626815,0
2713.483422458561,2.458539831591751,0
3507.7144125531754,1.0590145348336701,1
3159.455250484715,1.0429163974699236,0
3676.3853213894995,1.2629414958036176,1
3473.06095496327,1.4278925885462652,1
3762.3271489104322,1.3567632711127129,1
4023.964112985011,2.04330719375317,0
4106.9691860580515,2.5458362625457456,0
5240.202292541163,2.2559738759140586,0
3462.7708697937906,1.4621044796873337,1
3705.2216220739906,1.2346051358578025,1
4303.921685327972,0.710873047657461,0
4054.632836287009,0.826828701519738,1
4567.527745404968,2.432754388760337,0
3171.396734501527,2.6323115717752863,0
3869.843320739126,1.0276808947262015,1
3219.1697031055537,1.5958143751447063,0
3370.188201350308,1.1695529043906514,1
4049.8986612864483,0.9986808377272327,1
3943.9541798361774,1.337768166591362,1
3876.519728453783,1.163597808478195,1
3840.7202150435887,1.0680278469746918,1
5092.836613685341,1.3431632144883263,0
3651.3256759708297,1.1903717734337254,1
4425.005585893411,1.646629629833795,0
4440.028996500198,1.5932190129026795,0
3981.088339967626,1.149888415353009,1
3994.9313020901777,1.2291161446430037,1
3869.7856938595487,1.1546931750765204,1
4771.031635358899,1.583317492480207,0
3790.328574834188,2.082835599770177,0
3992.549677299151,1.2201444745871688,1
2117.5819294588828,0.2608358303659428,0
2843.63124148682,1.2289328005241933,0
3560.4245615134923,1.0349768650542457,1
3186.768488037612,2.0770624734061864,0
3543.0665234788735,1.1567941689116885,1
3970.672763471768,1.1293313022273181,1
3798.103991794692,1.1236554561438752,1
6095.886816732052,2.4277875211058726,0
5512.112877801447,1.807163142713711,0
4804.900539306757,3.240246828798189,0
3161.904113847705,1.3314683468254402,1
4180.861448706239,1.0838077544972127,1
3557.0634895109847,1.2498911265486297,1
3409.554039021909,1.157529165488435,1
3667.131851082083,1.323907075716226,1
5886.4866901335545,2.4714895782596447,0
3222.660978123177,1.3977453487279003,1
3822.801916352999,1.146295593037952,1
3919.854260284351,1.0383935884522861,1
3277.7042405081847,1.129310438894622,1
3825.777683325207,1.810281736310438,0
3427.0165249011716,1.3335371251254762,1
3568.530081026199,1.2266625159402047,1
3600.701170963503,1.0346595389316215,1
786.8621498345237,1.2421733211706663,0
3833.0015497054856,1.2542491591870524,1
3365.3485500691877,1.3039377934547416,1
3398.2445880356963,1.0387031410426142,1
4401.482916378653,2.9915504612446666,0
3083.4845875140686,1.7609616456396058,0
3609.6723595081776,1.190372375806677,1
3676.133938227732,0.9335630499800323,1
3667.6206882841398,1.2869785927942698,1
3563.971499471452,1.1755810640891557,1
4074.3579207949065,1.4786553515306597,1
3722.938121112093,1.2378360594640017,1
4194.110146128872,0.9653637582433423,1
3775.17012209955,2.9981959360996404,0
3545.5870261414125,1.1525890715959426,1
3860.135733768693,1.218461730248427,1
3517.260931071132,1.3136882774885428,1
6122.134695111126,0.7989010354275572,0
5078.227255538536,0.2522052836944806,0
3310.665096115827,1.2449890174163591,0
3504.058583603401,1.0964188421525611,1
4116.806027887784,1.4284857932568387,1
3821.5090723544095,0.9679044016592451,1
3066.0705547600433,2.426447063861109,0
4688.745431289868,2.80909803446053,0
3878.845328860311,1.30772785885619,1
3149.701611934349,0.5185569722004804,0
1312.3252699481604,1.7376159723410483,0
1562.275789460532,1.880518255403192,0
3319.4102034455273,1.3669032562484889,1
4036.8138889695997,1.8208292976470217,0
4106.378166111835,1.7307772427662003,0
3357.9212402917974,1.498091399884621,1
4006.816809633638,1.8328864156353195,0
3282.850185280451,1.358809279482582,1
3793.026368151716,1.2583738793501893,1
5003.208323842848,-0.1939798344410526,0
3797.616212482222,1.1845167370601255,1
4337.84763252295,2.3472760102441175,0
3871.376934697551,1.4772913249944617,1
5712.249587541824,1.717352031106245,0
4667.680138540632,1.427109412236662,0
3278.240615298842,3.116809948608413,0
3978.6502351054223,2.631875291413659,0
4148.495943260652,1.9052112330233144,0
4151.087027446686,1.171364431240905,1
2594.626497469259,2.5372069973330325,0
1655.9184208672714,0.6911048398961572,0
3658.9161985286523,1.2318140029611262,1
3366.1119087057587,1.4972092685262655,0
5219.768947768797,1.4387686902478383,0
3972.8279278466075,1.8821291683161474,0
4852.671009488689,1.9363153363031425,0
3708.6784371881404,0.9047243679842919,1
3606.2009049190156,1.152342735486565,1
3267.199674138769,1.4242407341179852,1
3180.5470450359508,1.1519553293195037,1
3320.1634811307895,0.7751766602834147,1
3457.9885603724388,1.1534538441922644,1
5485.669658869527,2.326353122880742,0
3625.6294497815375,1.3967975607860919,1
3242.2137804154127,1.0157334253101356,1
3665.4105013496514,0.6319911482856875,0
3729.441074535542,1.454899345738817,0
1687.6636764244377,2.847231018042428,0
4512.787785091786,1.5053108634258159,0
3461.9209048153007,1.0984507292312202,1
3484.0292598525584,1.3919197397486627,1
3314.2996211975887,1.1050867455172442,1
3914.612779164166,1.164806914506388,1
4196.76527792486,1.1203543653282053,1
4642.23924216756,1.982471636076735,0
6697.839134412845,1.3175685273373026,0
4488.014183628021,1.0314758950140603,1
3703.904583487401,1.335341576067997,1
3670.9427392195103,1.2322069774755788,1
3507.133936716267,1.657493747928347,0
1223.6235218276956,3.9964239735619955,0
3494.016128257,1.0921335822826221,1
3526.076280700734,1.0622809524875136,1
3766.3405873499073,1.1125862013582626,1
3583.898934422653,1.2693091339877844,1
3710.22979384893,1.049671881632779,1
4124.989343644095,1.3607314728352329,1
6256.752944114824,1.9385375484238534,0
3676.3466069772044,2.4800996656680487,0
2702.098929055221,2.0112543298736263,0
3833.6264121201375,1.3331483138810754,1
3837.869068809881,1.2510883824600745,1
3068.1309832163533,0.49342436804885814,0
3495.9456888645086,1.211721459445447,1
3937.862319264522,1.1450239469447923,1
3453.7571377753857,1.602750773797645,0
4572.018785069332,1.4485620429531723,0
4102.195213933594,1.3242344535276933,1
4156.384321225469,2.1601071838411245,0
1829.7731345422167,2.1803521346659545,0
4198.916872445991,1.666487783400804,1
3681.513108597902,1.1322510785760564,1
4440.045329742738,1.5092984602694393,0
3851.6807647840456,1.1725205071919418,1
3603.2173375526213,1.1931883173101643,1
3292.3024581172626,1.8776458127969062,0
6245.806121130925,2.1054265687718225,0
3423.7330734510365,1.1806381001811694,0
4091.0678120471357,2.613314811825733,0
4055.687034024985,1.3389323103362387,1
3570.1509070434686,1.148863818398088,1
3698.2387536298615,1.1676585632147967,1
594.3313646833321,2.3753317530626568,0
3794.589731847314,1.5011832510368062,0
3869.736746940558,1.078139647659387,1
2273.3581364320403,1.9378028651083865,0
4938.173683256206,1.0096637601479397,0
3013.1237893186913,1.1250404735772555,1
6822.225532747158,1.6768799312973643,0
3808.9938473750117,0.8201630872170471,1
3580.9447816138354,1.331158377106909,1
4841.9950995309,2.866120899485618,0
1976.4435317423236,1.5003193873238614,0
3885.2333371433688,3.6057965363580227,0
3712.370289338496,1.6062306900777557,0
3664.4633657648633,1.2508030976882534,1
3587.0126570220305,1.081599224142049,1
3285.8441980805565,1.121332779560602,1
3504.4991268722406,1.0860445323779568,1
1785.602828838299,1.7611166107723668,0
3451.5343312912864,1.2630287314342488,1
5726.652384403776,2.189361006580462,0
1900.3286393228377,2.6153175481200197,0
3587.2102853977503,1.282761119986638,1
2594.6176741201334,2.2311549248609848,0
3843.014360428536,1.1906713474501034,1
4073.6449023662394,2.1707849280497116,0
3914.0962617584883,0.9522886601662804,0
4167.741293842945,1.2584421266056356,1
3780.196431483171,1.229107791540881,1
4241.264016951651,1.3785822891515394,1
3178.243245349483,1.11230734040142,1
3983.905036795736,1.0340559731382548,1
5130.487696137358,2.7489465011634655,0
3962.9869044307297,1.050290905902838,1
2605.4340665382515,1.9674728048778047,0
4325.640705449639,2.042513746647883,0
4027.0318199780304,1.2903979411396058,0
4703.901546666224,2.331408612211853,0
3756.4403807779386,1.2026419877900485,1
3843.2819533103,0.9321200262098832,1
5525.062028862634,2.058749534538666,0
3397.2070176798047,1.3096146178599786,1
4074.1170623662097,1.9880145952042798,0
3561.113305128283,1.2306583547404464,1
3532.471199886442,1.375757687207424,1
3917.288648124224,1.1316690710964195,1
3566.1662282459442,1.253768042731443,1
3703.5682669591083,1.0569090870905034,1
5632.482963245577,1.1737748884463475,0
3626.5082630839543,1.18926011222129,1
3974.4708613953144,2.1867429680920036,0
3305.750879452251,1.0795763334073736,1
3550.6224513270895,1.413355479254776,1
6170.875855656828,2.076270070876087,0
2206.8850035811147,1.2883489720406567,0
2994.074041165355,0.9287417076820081,0
3668.529617352888,2.8527950920078817,0
3953.159352411018,1.176276923344152,1
5235.550989641865,1.3961674410363178,0
3442.657122954482,0.9970994571234698,1
3634.3351199209583,1.1495419581883295,1
3903.8752556110658,1.192786723900384,1
3984.079195299011,1.1719219399599181,0
3681.5067841014056,1.1886501593511254,1
2778.8639880356195,1.6991387109948692,0
3668.0863296204525,1.1159088544729034,1
4568.019620670255,2.633452392350439,0
1238.935558397251,1.4319714848234673,0
3649.1625841186174,1.114865398952385,0
4104.303143742156,1.2156533906284819,1
3562.610716022855,1.3289381830469702,1
3554.5544916519866,1.023918005338654,1
3764.665286963847,1.231910966378649,1
4252.699592050537,1.5527835950325182,0
2117.4903560534785,0.8147753579364114,0
3426.9590918204776,1.3252126989487323,1
3608.6235157536835,1.1773051169651216,1
4274.322707363404,1.7323008216907254,0
3757.066862590233,1.4921882592080777,0
3705.5706714952184,1.1283925342935643,0
3401.1695977522763,2.539985558353241,0
3589.2389947178795,1.1280760548901134,1
4236.426131576044,1.9737544104102354,0
3204.700181823129,1.7740742420661115,0
2945.121961044794,1.2275774317130541,1
3484.5742324359353,1.2045047218746123,1
3599.5554305585365,2.345762372588538,0
3203.831412967431,2.053052467644271,0
3572.548326702279,1.205166151755876,1
3506.835138682294,1.3245287717793914,1
4813.367552094508,1.1999897105086021,0
5646.984493942609,1.3046313740668536,0
4037.368269815263,2.694916303825109,0
2382.9777939913292,1.314966361542865,0
2969.723040037489,1.7196844909731708,0
