request_id,endpoint,response_time_ms,status_code,client_type,request_size_kb
REQ-040050,/orders,1348,500,browser,186.65431632443355
REQ-122107,/auth/login,1363,200,browser,70.2803589474792
REQ-050467,/auth/login,4554,200,script,855.3069789157371
REQ-081629,/products,1541,200,mobile_app,373.9305309187511
REQ-068437,/orders,2017,200,script,626.5034327967494
REQ-067913,/users,1811,200,mobile_app,1005.061284899414
REQ-069368,/orders,1104,200,mobile_app,1013.011882832745
REQ-063582,/orders,638,201,browser,283.49146123734675
REQ-003143,/products,1538,200,script,58.341968531599335
REQ-092876,/auth/login,3503,200,other,258.2956476674131
REQ-082771,/users,2962,200,mobile_app,528.8612420895721
REQ-060966,/orders,986,200,browser,315.560478824647
REQ-026570,/products,4485,404,browser,445.8025160932368
REQ-105432,/auth/login,172,200,other,324.8794839098616
REQ-002610,/users,3549,200,script,280.5979810414204
REQ-077042,/products,202,200,mobile_app,509.3070018882533
REQ-016115,/auth/login,2246,200,script,947.4176053507992
REQ-135326,/orders,3183,201,other,878.1734920726961
REQ-051092,/orders,2532,200,mobile_app,669.8927181140194
REQ-110067,/orders,179,200,mobile_app,983.4757112581066
REQ-067871,/products,848,200,browser,409.85181312279127
REQ-066258,/auth/login,1036,200,browser,249.91996966502637
REQ-017127,/users,4274,200,other,753.0027268672751
REQ-130020,/users,1435,200,mobile_app,392.44152367412136
REQ-067626,/products,257,200,mobile_app,338.23204025773146
REQ-027585,/orders,2418,400,browser,797.5072401721869
REQ-102673,/products,3148,404,script,0.5663405266426883
REQ-009738,/users,3274,401,script,403.7253964309495
REQ-005984,/users,4093,400,browser,222.6361998488869
REQ-068111,/products,1873,400,browser,925.1463461789572
REQ-075537,/orders,2406,200,browser,572.9231248925007
REQ-075956,/auth/login,1642,200,other,575.7338678237825
REQ-113345,/products,723,404,mobile_app,588.9542647926012
REQ-119208,/orders,665,200,browser,881.8214077198163
REQ-149190,/users,1247,200,mobile_app,186.65773752341536
REQ-023715,/products,426,200,browser,488.7374626092308
REQ-140181,/users,3085,200,browser,936.2457128617664
REQ-071610,/products,1833,200,other,726.3877670712002
REQ-010163,/orders,1853,500,browser,15.974094508747209
REQ-019879,/orders,2974,400,other,215.24726623259684
REQ-035998,/products,1951,200,browser,455.43080852480966
REQ-069373,/auth/login,2773,200,browser,836.6040546929357
REQ-135746,/products,4043,200,other,569.897476167117
REQ-148941,/users,4067,404,script,694.128511859517
REQ-042751,/auth/logout,2276,200,mobile_app,491.5438161927541
REQ-039157,/users,2151,400,mobile_app,437.6206369027392
REQ-123627,/auth/login,1125,200,mobile_app,317.6460173721772
REQ-058175,/orders,2839,200,browser,967.6129155800518
REQ-101343,/orders,1625,200,browser,622.7431395367951
REQ-123552,/users,3134,200,browser,391.2307412160127
REQ-092604,/orders,2023,201,browser,336.9003798944162
REQ-096600,/auth/logout,3599,200,browser,923.3403779103172
REQ-122128,/auth/login,2176,400,browser,723.685323995353
REQ-126466,/products,2857,200,script,622.9405905134709
REQ-003230,/users,4363,200,mobile_app,932.954831836278
REQ-033800,/orders,719,404,mobile_app,436.1974778392973
REQ-086464,/users,3746,401,other,423.63546955805793
REQ-091767,/users,4618,400,other,122.00918291551972
REQ-015722,/users,3663,400,mobile_app,674.8990880984336
REQ-102807,/auth/logout,4546,200,browser,433.1700668394842
REQ-051156,/products,3116,200,browser,586.3647387190787
REQ-087895,/auth/login,1683,200,script,95.8285946918992
REQ-108313,/users,2243,200,mobile_app,449.1794031782607
REQ-112822,/auth/logout,574,200,browser,911.2548036369242
REQ-006294,/orders,182,500,mobile_app,903.7181307574244
REQ-007388,/auth/logout,4783,400,browser,971.3249385027132
REQ-147073,/orders,2391,200,browser,381.3462046581933
REQ-086647,/products,496,200,browser,542.1357947704778
REQ-053359,/users,4208,200,browser,69.93959331914215
REQ-005398,/orders,2780,200,browser,195.01211664818783
REQ-148445,/orders,2292,401,mobile_app,854.4636996071686
REQ-011010,/orders,3858,200,browser,613.5121543713104
REQ-047197,/products,4739,200,mobile_app,742.0902407530085
REQ-047633,/products,2868,201,browser,95.885817350667
REQ-082806,/auth/login,3038,400,browser,624.4439264613811
REQ-015624,/products,4014,200,mobile_app,669.9803297363885
REQ-068784,/users,4932,200,mobile_app,552.3888387056751
REQ-118536,/orders,1122,401,mobile_app,207.94735343651223
REQ-108321,/products,2673,401,browser,923.1592797704064
REQ-056846,/products,3884,200,mobile_app,320.94490516150285
REQ-115580,/users,268,200,mobile_app,248.20570780563827
REQ-050683,/products,560,200,browser,216.4087518895153
REQ-077208,/orders,2188,400,browser,469.2430379944488
REQ-112983,/orders,3540,200,mobile_app,1009.326761418891
REQ-135474,/products,1298,401,browser,210.14997795473883
REQ-081455,/users,2010,200,browser,335.5211179444752
REQ-040256,/users,2708,200,script,288.81945315557005
REQ-082968,/products,1013,200,other,879.8523013675114
REQ-127403,/auth/logout,4354,200,script,1018.200559519038
REQ-069270,/products,576,200,mobile_app,431.5092831767266
REQ-005658,/auth/login,187,400,mobile_app,874.5040738712734
REQ-031890,/orders,4172,200,mobile_app,275.45168639890846
REQ-120010,/orders,3767,401,mobile_app,210.1514717344629
REQ-072404,/orders,3233,200,script,308.98040416656977
REQ-034241,/users,4129,200,browser,879.9096903636213
REQ-108603,/products,3829,400,other,323.6196586522136
REQ-006929,/products,2917,200,other,931.6191438257264
REQ-051575,/users,1163,201,other,156.65678964740064
REQ-061815,/auth/login,1856,404,browser,943.5733210190432
REQ-123859,/products,4895,200,mobile_app,936.3223491238532
REQ-117111,/orders,2708,200,browser,61.70800998252563
REQ-052538,/users,1147,200,other,999.1537605705622
REQ-052721,/products,3618,200,script,614.2511383781323
REQ-085016,/users,2574,200,other,572.0664407197545
REQ-108768,/users,1399,200,mobile_app,233.26918691167543
REQ-055568,/auth/logout,494,200,mobile_app,87.79335099401017
REQ-078776,/orders,2960,200,script,23.09564419246755
REQ-072410,/products,3245,200,browser,913.867476228188
REQ-089177,/orders,3903,200,other,299.30359042680703
REQ-125159,/orders,380,200,browser,672.9781116931676
REQ-117734,/auth/login,690,500,browser,921.321184202623
REQ-052262,/orders,1608,200,script,152.67058618367312
REQ-041927,/users,1083,200,other,537.8214643026427
REQ-122454,/users,4866,404,script,74.777440609206
REQ-133549,/users,4185,200,mobile_app,573.6110120901036
REQ-062446,/auth/login,1061,404,script,437.081571724818
REQ-137452,/products,219,200,browser,330.12040983106914
REQ-044183,/auth/login,1084,200,mobile_app,107.94034153762571
REQ-024365,/products,1680,401,mobile_app,722.2863480263752
REQ-116795,/orders,3679,401,browser,214.48547125036896
REQ-074730,/auth/login,3468,404,script,536.185966764174
REQ-137369,/orders,3734,200,mobile_app,912.716909986275
REQ-000452,/products,2434,200,browser,778.5999090251548
REQ-149692,/auth/login,34,200,browser,565.2253770844594
REQ-144513,/users,4725,200,browser,626.9965307740106
REQ-120235,/auth/logout,4038,200,mobile_app,754.5195251807612
REQ-071850,/auth/login,2556,400,mobile_app,433.7272618297205
REQ-057294,/orders,1723,200,browser,733.4842362662883
REQ-059686,/users,3957,200,browser,793.4718710235268
REQ-007170,/users,2844,500,browser,301.21189323584935
REQ-030418,/auth/login,2709,404,mobile_app,487.9732351831777
REQ-021626,/users,4202,200,script,821.1168054841097
REQ-072745,/users,2272,201,script,661.5702996834557
REQ-110668,/orders,4047,201,browser,838.6206405330196
REQ-090931,/users,3998,200,mobile_app,123.79730724152944
REQ-054351,/orders,2070,200,mobile_app,9.52037328633699
REQ-060336,/orders,2185,401,script,120.22048812560205
REQ-040447,/products,4143,200,other,519.4170556215067
REQ-096972,/orders,1802,500,browser,94.4307067300682
REQ-103270,/orders,2852,200,script,675.1331684754026
REQ-018488,/orders,4992,200,mobile_app,786.236491161643
REQ-077678,/auth/login,2864,200,mobile_app,609.2583903820562
REQ-147285,/orders,1759,200,script,313.41903986330834
REQ-007292,/users,734,400,mobile_app,555.5711497236205
REQ-114313,/orders,3894,404,browser,255.8667029133456
REQ-111232,/users,2808,200,other,63.16966867934506
REQ-039727,/auth/login,2245,200,script,703.20438010035
REQ-078498,/users,592,200,browser,171.2158103424146
REQ-034413,/users,2617,200,browser,71.2420212375495
REQ-117236,/auth/login,3295,400,other,907.989404606546
REQ-052802,/auth/logout,3110,500,mobile_app,122.82512111666668
REQ-068411,/orders,4841,200,browser,141.4176805312121
REQ-039138,/users,1625,404,mobile_app,795.2733771542609
REQ-062470,/products,4414,500,mobile_app,654.0439128956415
REQ-098106,/products,2047,400,mobile_app,184.878343250788
REQ-049375,/orders,3511,500,browser,404.7830678646535
REQ-054823,/orders,656,200,browser,668.63201813522
REQ-068144,/orders,1759,200,script,516.9202478272987
REQ-089577,/users,1924,201,script,681.5750267743422
REQ-005427,/auth/logout,4647,200,mobile_app,347.70750932531047
REQ-034108,/products,2403,200,mobile_app,34.82292007745534
REQ-003293,/orders,3532,200,browser,569.397634369995
REQ-126168,/auth/logout,1817,200,browser,728.533439624193
REQ-117150,/orders,3009,200,browser,383.6793417076533
REQ-026727,/orders,3032,201,script,424.239936623127
REQ-046722,/orders,4527,500,mobile_app,142.84105096027244
REQ-077126,/orders,2176,200,browser,46.232050314745166
REQ-083160,/products,974,401,mobile_app,202.8219361218932
REQ-027067,/products,1012,200,other,350.06058682139263
REQ-073831,/auth/login,1966,401,browser,892.6307341733626
REQ-084603,/orders,1045,200,browser,802.2711160579423
REQ-009601,/users,4073,200,mobile_app,832.6537026722382
REQ-002874,/orders,3072,200,browser,417.74663198801056
REQ-031770,/products,4097,400,mobile_app,1018.9367111875464
REQ-115432,/orders,3847,200,mobile_app,453.7560312632714
REQ-084633,/users,580,200,browser,32.8058710635533
REQ-049458,/products,1099,200,script,6.701270032587631
REQ-108297,/users,1315,200,browser,633.9421460914131
REQ-058001,/products,1711,200,mobile_app,93.44240805079455
REQ-035640,/orders,1495,200,mobile_app,186.9109694439576
REQ-141483,/users,2335,400,browser,778.3354586853936
REQ-019259,/users,3125,200,browser,575.323110233028
REQ-066703,/orders,692,200,mobile_app,423.9403868071288
REQ-056837,/users,2617,200,browser,715.4124516281913
REQ-112852,/auth/login,1606,400,script,195.21916087558168
REQ-110188,/products,3561,200,script,916.9572099849844
REQ-049910,/orders,2897,200,browser,725.5723983039813
REQ-033572,/users,3473,200,browser,331.2633312187857
REQ-088990,/orders,3554,404,browser,870.3981584519797
REQ-137608,/auth/logout,3998,404,browser,1006.2365434147864
REQ-038269,/orders,1428,200,browser,572.3749647083351
REQ-113411,/users,293,200,browser,477.90684800351903
REQ-142880,/orders,3379,200,browser,427.5401409245175
REQ-122977,/auth/login,2328,200,script,63.89427342969874
REQ-075497,/orders,214,200,browser,988.0983152474564
REQ-057402,/products,1033,401,mobile_app,955.342642590856
REQ-007593,/products,2533,200,browser,571.6811060262462
REQ-021240,/orders,4300,201,mobile_app,289.96564429925667
REQ-117591,/orders,173,200,mobile_app,497.2808701285267
REQ-120505,/orders,4077,200,mobile_app,569.4250870815406
REQ-072689,/orders,3623,200,mobile_app,279.6398413354912
REQ-092227,/orders,1671,200,script,174.9102477542607
REQ-078005,/orders,20,200,other,686.1313651341567
REQ-051641,/users,3166,200,mobile_app,371.2950259493007
REQ-125415,/orders,4293,200,mobile_app,877.8392420484846
REQ-001808,/users,2617,200,mobile_app,862.7549365857491
REQ-028741,/orders,4557,200,script,965.7915407404228
REQ-097168,/users,2315,200,mobile_app,980.7272083268076
REQ-070242,/products,4707,404,mobile_app,748.8604001470136
REQ-025099,/products,266,200,browser,511.1422370293933
REQ-084287,/products,865,200,mobile_app,835.3946475589834
REQ-144997,/auth/login,3546,500,other,128.91128728146947
REQ-039828,/users,951,200,script,981.0585634854992
REQ-008817,/products,3077,200,script,974.8644371486512
REQ-103630,/auth/logout,4333,200,mobile_app,850.6579363897791
REQ-071548,/users,2395,200,mobile_app,256.45591621400337
REQ-107891,/products,4750,200,browser,746.1227453273492
REQ-058862,/auth/logout,2421,400,mobile_app,373.4710562352304
REQ-052036,/orders,4023,200,mobile_app,117.84364551652688
REQ-123376,/orders,3014,200,browser,950.4752012105578
REQ-127046,/auth/login,4181,200,mobile_app,316.67402625544275
REQ-138372,/auth/login,4998,201,other,50.34967251430843
REQ-094461,/users,4557,200,mobile_app,1021.6745265559804
REQ-040962,/products,4876,500,mobile_app,280.5639282657311
REQ-018631,/auth/logout,3169,200,mobile_app,167.23465432670494
REQ-020313,/orders,303,200,browser,491.5886413708695
REQ-025277,/orders,4893,200,script,866.4135802805989
REQ-121238,/users,4179,200,other,745.9731102147985
REQ-031869,/users,1413,401,browser,350.72415374693884
REQ-010919,/products,356,200,mobile_app,509.7271551664107
REQ-074337,/users,4448,200,browser,611.4115301304104
REQ-052739,/users,2733,400,mobile_app,401.016712184516
REQ-073349,/auth/login,1197,401,script,180.94497173393765
REQ-014640,/products,169,200,browser,320.41705117448595
REQ-098417,/orders,3397,200,browser,946.2068575420968
REQ-031606,/auth/logout,1006,200,mobile_app,314.42652968161383
REQ-011697,/orders,3831,401,browser,639.6894528752526
REQ-001835,/auth/login,4257,201,mobile_app,127.03228707950204
REQ-080144,/products,4566,200,other,288.5212489913391
REQ-056682,/users,2388,401,browser,662.971607525363
REQ-020452,/auth/logout,932,201,browser,753.3506362085088
REQ-077610,/orders,2446,500,browser,767.1496905781205
REQ-029347,/users,3406,200,browser,615.0159363886632
REQ-047530,/orders,334,200,browser,366.7214038227186
REQ-053126,/orders,693,200,mobile_app,329.01060558746104
REQ-096006,/orders,3905,200,mobile_app,882.3954428346985
REQ-028574,/orders,3453,200,mobile_app,574.4422271650798
REQ-040891,/users,2521,400,other,579.6089713869811
REQ-018355,/users,1065,201,mobile_app,490.9897867576321
REQ-118684,/users,2911,200,mobile_app,891.6185923362609
REQ-110558,/auth/login,445,200,mobile_app,670.2824390063141
REQ-092964,/users,1769,200,mobile_app,801.0613917519191
REQ-063660,/orders,1012,200,mobile_app,114.4489353968724
REQ-094172,/products,4245,200,browser,966.9064779736788
REQ-106145,/orders,3054,200,script,223.7994467315098
REQ-112690,/users,2368,200,browser,515.7566428632211
REQ-065193,/auth/login,2482,200,mobile_app,89.97050557767145
REQ-061155,/auth/logout,1165,200,browser,18.109084285260856
REQ-038655,/auth/login,3510,200,mobile_app,215.15190816799932
REQ-136510,/orders,3352,200,mobile_app,349.2876606126802
REQ-000942,/products,3941,200,script,847.3159035690226
REQ-006089,/products,606,200,browser,798.8631255491897
REQ-126556,/users,355,400,mobile_app,685.2924697363169
REQ-047818,/orders,2951,401,script,703.3850039149107
REQ-141252,/users,4111,500,mobile_app,715.5572882374076
REQ-014514,/users,1789,200,script,526.4044693635683
REQ-103406,/users,212,200,mobile_app,189.4366806629789
REQ-023111,/users,104,200,mobile_app,263.69483509071927
REQ-048539,/users,302,200,mobile_app,132.97132853728905
REQ-146485,/products,1633,200,mobile_app,378.47224100644286
REQ-071942,/orders,4852,200,script,606.8457216848932
REQ-074258,/products,2567,200,mobile_app,385.4076114327992
REQ-086483,/auth/login,4689,200,other,418.6730219299884
REQ-128711,/users,1762,200,mobile_app,656.4148466418294
REQ-023532,/auth/logout,4390,200,script,553.3176568367244
REQ-090613,/users,1725,200,browser,708.7917440579706
REQ-134487,/products,4827,400,script,761.0701283732986
REQ-123375,/orders,2287,200,other,821.2677193873993
REQ-073495,/orders,2209,200,mobile_app,39.13657816066142
REQ-085801,/auth/login,2183,200,browser,569.9917831503075
REQ-020965,/auth/logout,1780,200,browser,574.6434473581404
REQ-121635,/orders,292,401,browser,907.2029204887034
REQ-051127,/users,1179,404,script,728.679717986216
REQ-026948,/users,4750,200,browser,5.380277287263567
REQ-119565,/orders,2062,401,script,880.0165145708146
REQ-067308,/orders,3800,201,mobile_app,581.3268317834786
REQ-063702,/auth/logout,2499,200,browser,960.6182766633028
REQ-031325,/auth/login,996,200,script,832.9427203742814
REQ-001521,/users,4774,200,browser,284.9688891510445
REQ-052069,/products,218,200,browser,60.06646958938629
REQ-132462,/users,4517,200,mobile_app,758.5549191521079
REQ-031088,/orders,3698,401,mobile_app,650.2425796278131
REQ-098585,/orders,2665,200,browser,997.4845190673016
REQ-062964,/products,4571,200,browser,435.49338179198406
REQ-132282,/orders,2583,200,mobile_app,160.9581786333548
REQ-048185,/orders,1347,200,script,121.93569618816215
REQ-014506,/orders,3970,200,script,444.35496857999385
REQ-015054,/auth/login,3552,500,mobile_app,294.1722730183489
REQ-042482,/products,3642,200,mobile_app,117.06878595871858
REQ-139451,/auth/logout,3199,200,mobile_app,455.7210288720611
REQ-032677,/users,3282,200,mobile_app,103.01108507598538
REQ-039569,/auth/logout,4814,200,script,31.39067631244176
REQ-020935,/users,1377,400,other,267.8020475736012
REQ-094674,/auth/login,4792,200,mobile_app,283.2943869756015
REQ-065057,/users,475,200,mobile_app,925.5560080223944
REQ-145789,/users,4702,200,mobile_app,525.2069797530564
REQ-106947,/orders,4293,200,mobile_app,41.307091449088425
REQ-096568,/auth/login,3591,200,script,154.24219155030303
REQ-118318,/orders,472,200,browser,513.8340691366278
REQ-000429,/orders,535,400,mobile_app,496.9378412926395
REQ-039332,/orders,212,400,mobile_app,905.9581284568076
REQ-101383,/users,1067,404,browser,556.1130179265291
REQ-121056,/products,4329,200,browser,848.3548637180256
REQ-125518,/auth/login,3213,200,mobile_app,276.198631253718
REQ-071223,/orders,2995,200,browser,307.7171422336276
REQ-017058,/auth/logout,1055,200,mobile_app,954.1636122929071
REQ-137478,/auth/logout,1570,200,browser,208.5410801768792
REQ-102440,/products,3464,200,browser,651.1719037964795
REQ-024603,/orders,355,200,other,496.08886150622834
REQ-070810,/orders,272,200,mobile_app,181.9497637652375
REQ-029776,/auth/logout,3668,400,script,194.30251767389615
REQ-074196,/auth/login,309,200,mobile_app,209.77894033923556
REQ-050502,/auth/logout,1537,200,browser,623.3506578860722
REQ-053717,/users,893,401,script,781.2094535294607
REQ-037814,/orders,4280,200,script,262.61156225842785
REQ-034028,/auth/login,545,500,mobile_app,591.5369407021649
REQ-043261,/auth/logout,3166,200,mobile_app,211.9262271002447
REQ-081195,/auth/login,1364,201,mobile_app,507.4950395499802
REQ-098576,/auth/logout,2480,401,mobile_app,67.67316448271062
REQ-113850,/orders,156,400,other,467.5929189573771
REQ-113276,/auth/login,689,200,browser,330.74198217783606
REQ-015187,/orders,1577,200,mobile_app,835.7724162825695
REQ-125583,/products,4282,200,script,446.0114040442127
REQ-100608,/users,4583,400,browser,298.259643523556
REQ-058563,/orders,4683,400,browser,801.5020470561041
REQ-118959,/orders,447,200,mobile_app,777.1517532540057
REQ-136240,/auth/logout,103,201,browser,759.7803066608053
REQ-045429,/users,2469,200,mobile_app,944.7507715730025
REQ-018163,/auth/login,744,500,browser,479.8180991786281
REQ-052577,/orders,3977,200,other,701.5732545551834
REQ-012470,/products,351,404,script,587.2654648676348
REQ-069873,/orders,1576,200,mobile_app,994.5285682658362
REQ-069971,/users,4802,200,browser,59.22044717960951
REQ-007339,/products,4247,201,browser,422.237819436442
REQ-091492,/orders,2591,200,browser,472.9902895207145
REQ-129551,/auth/logout,488,200,browser,437.5413341603414
REQ-040552,/orders,1284,200,browser,935.0956594215515
REQ-142833,/auth/login,4846,200,script,556.6567121429855
REQ-143022,/orders,1842,400,browser,938.2508425031632
REQ-053438,/products,2686,200,other,556.860787262157
REQ-068925,/auth/login,483,200,browser,948.9409468585512
REQ-127685,/users,3874,200,other,838.8289228868548
REQ-148132,/users,3993,400,browser,898.7158224112063
REQ-038610,/users,2735,404,mobile_app,962.6820735078436
REQ-060920,/users,1631,200,mobile_app,603.4640097893371
REQ-148313,/products,4096,200,mobile_app,481.12783677997663
REQ-032243,/users,3709,200,mobile_app,727.5242102559077
REQ-073037,/auth/logout,927,400,browser,244.20218436321036
REQ-092456,/users,4696,200,mobile_app,445.328812853188
REQ-077654,/auth/login,3839,404,browser,520.5603016450704
REQ-139356,/orders,4986,400,mobile_app,41.27357434298428
REQ-111516,/auth/login,3439,200,other,80.53172322858214
REQ-016581,/products,4310,401,mobile_app,310.952672590186
REQ-058982,/products,1701,201,browser,661.0718109092735
REQ-104113,/products,3285,200,browser,714.2308749090599
REQ-036635,/orders,3072,404,other,736.9978800660651
REQ-037656,/auth/logout,866,500,mobile_app,1004.2851724053166
REQ-014670,/orders,298,200,mobile_app,492.3512855219857
REQ-148068,/products,859,200,browser,997.7994456962698
REQ-136172,/products,1447,200,script,531.5793039088427
REQ-118541,/products,1501,200,mobile_app,979.9600787251824
REQ-067188,/auth/logout,2067,200,browser,1012.7911270137304
REQ-083548,/products,714,200,browser,526.3433124571217
REQ-101210,/users,3873,200,browser,453.7058679673746
REQ-136736,/products,4178,404,mobile_app,949.8501133630374
REQ-101352,/auth/login,3239,200,mobile_app,805.6077568269305
REQ-105124,/products,4974,200,mobile_app,834.0422742914029
REQ-034751,/orders,2934,200,mobile_app,690.8348926405154
REQ-137313,/products,460,201,mobile_app,950.666431378952
REQ-065729,/products,1133,404,browser,116.45616117605624
REQ-070633,/products,3386,200,other,400.73770114415737
REQ-036894,/users,3918,200,browser,644.373440901996
REQ-021753,/auth/login,1264,200,browser,515.1156999861388
REQ-017994,/orders,4986,200,mobile_app,30.82536423634533
REQ-009517,/orders,2274,200,script,237.1367703163692
REQ-046295,/products,3032,401,script,224.59005386530035
REQ-085398,/orders,823,200,mobile_app,55.26852085874605
REQ-112127,/auth/logout,834,200,other,772.3561343087813
REQ-023631,/orders,3129,200,mobile_app,620.9248254521448
REQ-122168,/auth/login,851,200,mobile_app,403.9315377808369
REQ-039951,/products,4353,200,script,6.958415738874104
REQ-047879,/products,3254,400,script,717.567247297198
REQ-014496,/orders,2000,200,mobile_app,380.8877206950719
REQ-017096,/auth/logout,140,200,other,249.88936228374897
REQ-080023,/auth/login,2567,200,other,324.353239058523
REQ-046519,/auth/login,2908,401,mobile_app,591.3100537978478
REQ-065209,/auth/login,4552,200,browser,601.8063163496673
REQ-126396,/auth/login,2673,400,browser,833.512858593233
REQ-109260,/orders,2590,200,browser,195.5357059032841
REQ-111364,/orders,2376,401,script,115.5758981740093
REQ-112413,/users,2372,200,browser,755.4172879750205
REQ-095396,/orders,2700,200,browser,824.1476595665204
REQ-112406,/users,3533,200,browser,880.8401388578513
REQ-108814,/auth/login,4280,200,mobile_app,178.48018270310072
REQ-014353,/orders,3021,201,browser,62.16663881515257
REQ-107465,/auth/logout,4762,200,other,526.1091982981176
REQ-142565,/orders,4283,200,mobile_app,641.6782213908406
REQ-086497,/users,332,400,mobile_app,150.66273123304262
REQ-089328,/auth/login,2843,200,browser,478.8517652288004
REQ-071292,/users,2541,200,browser,527.8146667798884
REQ-076937,/users,191,201,browser,787.272720150964
REQ-119549,/auth/logout,4757,200,browser,507.67998432409775
REQ-083178,/auth/login,3586,200,browser,915.2443864240832
REQ-018233,/products,2052,200,other,725.0247589684625
REQ-131370,/auth/logout,2373,200,browser,596.6371659836591
REQ-103762,/users,2284,200,mobile_app,754.6513797616198
REQ-050130,/orders,3388,401,other,699.596007061205
REQ-049313,/orders,227,400,browser,552.137161346188
REQ-105921,/users,4258,200,script,855.5025438199114
REQ-080523,/users,454,400,browser,645.7082576818773
REQ-121388,/users,523,404,browser,36.11878105074202
REQ-121886,/users,804,200,script,493.5235581931112
REQ-133824,/orders,2648,200,script,99.02961065828622
REQ-110074,/products,2196,404,mobile_app,755.1113290639432
REQ-024635,/orders,1598,404,script,560.6924397936983
REQ-078706,/users,2744,200,browser,904.4485776378548
REQ-116781,/auth/login,3625,200,mobile_app,1005.1233649224034
REQ-144672,/auth/login,1295,200,browser,303.030081951986
REQ-144931,/users,2372,200,mobile_app,397.01580639902215
REQ-019677,/products,4029,401,other,1.904834335986264
REQ-099622,/orders,4868,200,mobile_app,837.8193962975312
REQ-145979,/auth/logout,595,401,mobile_app,632.2220503438975
REQ-141707,/users,4736,401,mobile_app,624.690761058429
REQ-130614,/products,4914,200,browser,564.2289929558532
REQ-112385,/orders,2915,400,mobile_app,370.0590800044477
REQ-089209,/orders,3312,200,browser,827.6138376348479
REQ-107230,/orders,1396,200,browser,337.6593741118054
REQ-046095,/products,1212,200,script,861.8804579650024
REQ-037600,/products,3529,200,browser,16.571981175499456
REQ-118556,/auth/login,2278,200,mobile_app,42.396061033409055
REQ-050597,/products,636,200,mobile_app,274.6228230141261
REQ-068113,/auth/login,1311,200,browser,226.6328895999064
